Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1773836230,50,,Aggregated,0.000000,0.000000,8,9,10,12,13,17,19,20,20,20,20,55,0,8,9.204889836341449,5.320328999914636,19.772738000028767,4540.854545454546
1773836231,50,,Aggregated,0.000000,0.000000,9,11,13,13,14,14,14,14,14,14,14,7,0,9,9.730849285655754,6.080117999772483,13.653579000219906,3852.285714285714
1773836232,50,,Aggregated,0.000000,0.000000,9,10,10,11,12,13,14,14,14,14,14,23,0,9,9.0650323043361,6.080117999772483,13.653579000219906,4355.0
1773836233,50,,Aggregated,0.000000,0.000000,9,10,11,12,17,27,33,34,34,34,34,56,0,9,10.870867517829604,6.080117999772483,34.29315499988661,4422.428571428572
1773836234,50,,Aggregated,0.000000,0.000000,13,13,14,14,14,14,14,14,14,14,14,4,0,9,11.26518599994597,8.358742000382335,14.441428999816708,4305.75
1773836235,50,,Aggregated,0.000000,0.000000,10,13,17,19,29,32,33,33,33,33,33,30,0,9,13.47595856668704,5.38819399980639,32.77419699998063,4680.1
1773836236,50,,Aggregated,0.000000,0.000000,10,11,14,15,19,29,32,33,33,33,33,54,0,10,12.3910753889302,5.38819399980639,32.77419699998063,4646.185185185185
1773836237,50,,Aggregated,0.000000,0.000000,19,26,32,32,38,38,38,38,38,38,38,8,0,10,17.929598999955942,6.173873000079766,37.67236200019397,4318.125
1773836238,50,,Aggregated,0.000000,0.000000,10,12,14,18,26,32,38,38,38,38,38,30,0,9,12.546101099981874,6.08868600011192,37.67236200019397,4103.333333333333
1773836239,50,,Aggregated,0.000000,0.000000,9,10,12,13,19,26,32,38,38,38,38,60,0,9,11.256616049968216,6.08868600011192,37.67236200019397,4277.816666666667
1773836240,50,,Aggregated,0.000000,0.000000,11,13,14,14,15,16,16,16,16,16,16,12,0,11,11.198514166684012,5.975593000130175,16.168956000001344,3362.0833333333335
1773836241,50,,Aggregated,0.000000,0.000000,9,10,11,11,13,15,16,16,16,16,16,35,0,9,9.532261714256103,5.779935000191472,16.168956000001344,4010.3142857142857
1773836242,50,,Aggregated,0.000000,0.000000,9,11,12,13,14,15,16,21,21,21,21,61,0,9,10.181804934425182,5.779935000191472,21.096980000038457,4237.704918032787
1773836243,50,,Aggregated,0.000000,0.000000,15,18,18,24,24,24,24,24,24,24,24,5,0,15,15.968863400030386,10.945891000119445,24.0300099999331,3715.6
1773836244,50,,Aggregated,0.000000,0.000000,10,12,13,15,18,22,24,24,24,24,24,35,0,10,11.593520114326695,6.056135000108043,24.0300099999331,4459.085714285714
1773836245,50,,Aggregated,0.000000,0.000000,10,12,14,16,20,24,33,33,33,33,33,50,0,10,12.115290240044487,6.056135000108043,33.26189900008103,4383.9
1773836246,50,,Aggregated,0.000000,0.000000,11,11,19,19,20,20,20,20,20,20,20,6,0,10,12.838126833457864,7.399129000077664,19.65356700020493,5153.5
1773836247,50,,Aggregated,0.000000,0.000000,9,9,10,11,11,19,20,20,20,20,20,32,0,8,9.268397031291897,6.148723000023892,19.65356700020493,4774.0
1773836248,50,,Aggregated,0.000000,0.000000,9,9,10,11,17,20,29,32,32,32,32,57,0,9,10.07207591230422,5.72405399998388,32.07341699999233,4430.438596491228
1773836249,50,,Aggregated,0.000000,0.000000,11,17,17,30,30,30,30,30,30,30,30,5,0,11,14.90096879997509,8.26370599997972,29.818010999861144,4381.8
1773836250,50,,Aggregated,0.000000,0.000000,9,11,12,13,17,19,30,30,30,30,30,28,0,9,10.79637417858846,6.195926000145846,29.818010999861144,4865.678571428572
1773836251,50,,Aggregated,0.000000,0.000000,9,12,13,13,19,24,32,32,32,32,32,50,0,9,11.295601679994434,5.3247850000843755,32.40141400010543,4650.66
1773836252,50,,Aggregated,0.000000,0.000000,13,13,13,13,13,13,13,13,13,13,13,2,0,12.188568000055966,12.453378500140388,12.188568000055966,12.718189000224811,3653.0
1773836253,50,,Aggregated,0.000000,0.000000,11,13,19,19,25,32,33,33,33,33,33,28,0,11,13.421942250066163,6.5905809997275355,32.84759200005283,4633.142857142857
1773836254,50,,Aggregated,0.000000,0.000000,11,13,16,18,20,32,32,33,33,33,33,56,0,10,12.770988035721789,6.01792999987083,32.84759200005283,4655.0
